x,y
66.50,122.50
152.25,122.50
152.25,99.75
120.75,169.75
40.25,94.50
115.50,103.25
150.50,84.00
98.00,124.25
115.50,64.75
119.00,49.00
98.00,154.00
117.25,117.25
99.75,136.50
80.50,85.75
166.25,122.50
178.50,127.75
66.50,136.50
85.75,68.25
92.75,40.25
110.25,178.50
126.00,75.25
133.00,155.75
134.75,84.00
145.25,112.00
145.25,129.50
150.50,138.25
57.75,110.25
92.75,143.50
108.50,42.00
68.25,85.75
73.50,61.25
84.00,136.50
133.00,68.25
134.75,136.50
75.25,96.25
91.00,75.25
136.50,120.75
141.75,94.50
49.00,105.00
103.25,189.00
182.00,112.00
134.75,169.75
120.75,155.75
73.50,78.75
99.75,50.75
169.75,105.00
84.00,154.00
73.50,129.50
133.00,98.00
108.50,110.25
99.75,68.25
