x,y
182.00,140.00
157.50,89.25
85.75,89.25
157.50,162.75
61.25,91.00
183.75,89.25
134.75,138.25
208.25,113.75
134.75,164.50
59.50,66.50
40.25,140.00
63.00,162.75
84.00,166.25
134.75,66.50
36.75,89.25
85.75,115.50
119.00,127.75
112.00,140.00
157.50,115.50
159.25,66.50
61.25,138.25
124.25,178.50
110.25,183.75
108.50,64.75
112.00,89.25
134.75,40.25
61.25,112.00
133.00,112.00
180.25,117.25
84.00,66.50
38.50,117.25
85.75,45.50
110.25,161.00
157.50,136.50
84.00,140.00
15.75,112.00
108.50,112.00
49.00,103.25
133.00,92.75
110.25,42.00
192.50,122.50
133.00,185.50
