x,y
166.25,141.75
112.00,29.75
140.00,120.75
84.00,103.25
56.00,145.25
89.25,154.00
120.75,56.00
140.00,98.00
124.25,133.00
133.00,178.50
140.00,70.00
124.25,85.75
143.50,159.25
57.75,106.75
45.50,94.50
87.50,70.00
17.50,105.00
89.25,120.75
162.75,87.50
99.75,54.25
159.25,105.00
166.25,126.00
84.00,59.50
66.50,87.50
45.50,101.50
166.25,80.50
66.50,119.00
77.00,127.75
115.50,196.00
105.00,133.00
75.25,108.50
87.50,82.25
106.75,154.00
176.75,124.25
80.50,164.50
183.75,96.25
57.75,129.50
70.00,138.25
183.75,131.25
113.75,176.75
105.00,87.50
131.25,147.00
96.25,145.25
94.50,176.75
113.75,96.25
138.25,89.25
155.75,136.50
119.00,119.00
126.00,166.25
59.50,75.25
70.00,154.00
122.50,70.00
35.00,129.50
87.50,136.50
103.25,117.25
112.00,126.00
103.25,169.75
78.75,145.25
98.00,162.75
131.25,64.75
148.75,113.75
105.00,68.25
77.00,77.00
113.75,143.50
36.75,92.75
94.50,126.00
