x,y
126.00,138.25
110.25,112.00
124.25,52.50
178.50,112.00
92.75,138.25
122.50,35.00
66.50,68.25
120.75,189.00
43.75,127.75
147.00,66.50
138.25,155.75
178.50,127.75
96.25,190.75
154.00,77.00
70.00,140.00
84.00,140.00
61.25,126.00
136.50,127.75
155.75,99.75
122.50,89.25
98.00,43.75
43.75,98.00
84.00,98.00
56.00,155.75
192.50,138.25
112.00,14.00
138.25,182.00
112.00,211.75
164.50,140.00
171.50,119.00
120.75,176.75
133.00,103.25
112.00,56.00
166.25,71.75
91.00,176.75
192.50,112.00
99.75,87.50
84.00,127.75
112.00,197.75
138.25,28.00
70.00,57.75
91.00,49.00
96.25,155.75
113.75,49.00
129.50,63.00
155.75,147.00
57.75,84.00
178.50,101.50
85.75,196.00
91.00,63.00
148.75,157.50
98.00,182.00
70.00,168.00
152.25,140.00
57.75,141.75
101.50,138.25
80.50,91.00
138.25,43.75
164.50,154.00
192.50,87.50
70.00,84.00
29.75,141.75
124.25,43.75
138.25,85.75
117.25,105.00
120.75,145.25
85.75,155.75
152.25,85.75
84.00,56.00
105.00,49.00
131.25,175.00
131.25,120.75
96.25,71.75
112.00,71.75
73.50,98.00
180.25,85.75
84.00,182.00
85.75,29.75
136.50,112.00
138.25,138.25
84.00,110.25
89.25,105.00
112.00,98.00
85.75,42.00
105.00,176.75
157.50,92.75
164.50,84.00
173.25,92.75
70.00,154.00
