x,y
96.25,85.75
112.00,183.75
187.25,108.50
110.25,96.25
106.75,50.75
64.75,80.50
140.00,64.75
78.75,110.25
148.75,131.25
94.50,110.25
78.75,126.00
110.25,35.00
78.75,140.00
33.25,110.25
173.25,92.75
126.00,154.00
150.50,101.50
94.50,94.50
143.50,140.00
173.25,124.25
164.50,101.50
92.75,126.00
127.75,169.75
84.00,147.00
141.75,126.00
85.75,133.00
87.50,87.50
64.75,126.00
113.75,169.75
108.50,80.50
56.00,133.00
134.75,147.00
141.75,108.50
64.75,140.00
94.50,155.75
96.25,66.50
49.00,126.00
57.75,117.25
71.75,117.25
103.25,71.75
134.75,133.00
157.50,92.75
166.25,133.00
64.75,108.50
126.00,136.50
133.00,101.50
49.00,96.25
94.50,50.75
87.50,73.50
148.75,85.75
127.75,47.25
157.50,78.75
157.50,124.25
71.75,87.50
87.50,117.25
110.25,110.25
71.75,133.00
141.75,154.00
92.75,171.50
101.50,59.50
113.75,154.00
136.50,71.75
155.75,106.75
112.00,138.25
64.75,94.50
78.75,94.50
