x,y
106.75,180.25
115.50,112.00
105.00,42.00
42.00,80.50
120.75,42.00
50.75,77.00
171.50,147.00
106.75,110.25
171.50,77.00
119.00,182.00
180.25,143.50
182.00,77.00
42.00,145.25
92.75,26.25
155.75,180.25
54.25,143.50
134.75,29.75
87.50,194.25
155.75,43.75
176.75,166.25
133.00,192.50
68.25,112.00
112.00,89.25
45.50,94.50
21.00,134.75
197.75,134.75
112.00,204.75
24.50,112.00
154.00,112.00
199.50,68.25
68.25,85.75
68.25,138.25
75.25,45.50
85.75,140.00
108.50,134.75
197.75,87.50
199.50,113.75
89.25,77.00
112.00,17.50
136.50,122.50
22.75,68.25
68.25,180.25
133.00,77.00
133.00,145.25
91.00,147.00
173.25,99.75
66.50,43.75
