x,y
161.00,129.50
98.00,40.25
168.00,138.25
197.75,120.75
166.25,119.00
117.25,113.75
140.00,178.50
129.50,15.75
105.00,199.50
119.00,38.50
91.00,154.00
183.75,134.75
99.75,112.00
19.25,143.50
126.00,175.00
96.25,15.75
190.75,110.25
175.00,143.50
73.50,119.00
66.50,113.75
96.25,204.75
91.00,183.75
105.00,75.25
210.00,112.00
87.50,194.25
99.75,49.00
143.50,80.50
176.75,127.75
143.50,161.00
155.75,133.00
145.25,31.50
190.75,143.50
120.75,71.75
98.00,175.00
42.00,122.50
80.50,175.00
138.25,24.50
64.75,98.00
105.00,138.25
138.25,40.25
154.00,120.75
141.75,112.00
136.50,71.75
29.75,138.25
103.25,168.00
145.25,15.75
119.00,134.75
147.00,49.00
26.25,89.25
87.50,105.00
105.00,57.75
129.50,64.75
106.75,154.00
185.50,105.00
42.00,138.25
66.50,127.75
105.00,119.00
120.75,148.75
120.75,168.00
105.00,182.00
143.50,143.50
120.75,103.25
122.50,28.00
31.50,80.50
105.00,106.75
152.25,89.25
120.75,199.50
57.75,105.00
73.50,134.75
80.50,31.50
87.50,40.25
105.00,68.25
80.50,80.50
136.50,166.25
208.25,96.25
49.00,80.50
19.25,113.75
190.75,127.75
129.50,80.50
80.50,110.25
143.50,127.75
33.25,113.75
113.75,203.00
89.25,91.00
96.25,82.25
112.00,143.50
134.75,89.25
136.50,119.00
143.50,204.75
176.75,96.25
17.50,82.25
127.75,204.75
145.25,190.75
166.25,106.75
70.00,91.00
127.75,50.75
112.00,80.50
17.50,96.25
87.50,71.75
136.50,56.00
80.50,141.75
82.25,204.75
80.50,15.75
47.25,96.25
