x,y
120.75,57.75
112.00,190.75
194.25,105.00
99.75,105.00
134.75,105.00
50.75,141.75
98.00,140.00
112.00,31.50
112.00,173.25
148.75,80.50
71.75,64.75
152.25,64.75
103.25,59.50
91.00,80.50
91.00,143.50
73.50,80.50
120.75,103.25
141.75,148.75
189.00,96.25
112.00,64.75
120.75,120.75
169.75,126.00
82.25,148.75
120.75,70.00
52.50,126.00
101.50,87.50
92.75,64.75
110.25,80.50
141.75,120.75
101.50,70.00
33.25,94.50
120.75,134.75
101.50,166.25
80.50,119.00
82.25,99.75
131.25,113.75
173.25,78.75
92.75,98.00
12.25,112.00
42.00,101.50
112.00,50.75
75.25,141.75
120.75,166.25
147.00,141.75
35.00,112.00
171.50,141.75
180.25,101.50
101.50,120.75
112.00,110.25
131.25,157.50
134.75,47.25
131.25,98.00
152.25,124.25
161.00,136.50
63.00,103.25
178.50,119.00
131.25,126.00
50.75,80.50
150.50,113.75
42.00,117.25
71.75,98.00
101.50,152.25
92.75,126.00
52.50,96.25
