x,y
115.50,112.00
122.50,124.25
75.25,171.50
168.00,166.25
78.75,54.25
101.50,98.00
56.00,124.25
96.25,77.00
122.50,56.00
148.75,145.25
169.75,57.75
78.75,77.00
108.50,108.50
169.75,101.50
75.25,145.25
129.50,77.00
57.75,54.25
157.50,64.75
157.50,155.75
147.00,120.75
56.00,75.25
77.00,124.25
168.00,119.00
64.75,66.50
148.75,77.00
56.00,145.25
64.75,133.00
147.00,57.75
66.50,159.25
113.75,87.50
126.00,98.00
99.75,143.50
98.00,168.00
122.50,166.25
124.25,148.75
56.00,99.75
112.00,157.50
101.50,124.25
101.50,54.25
113.75,66.50
78.75,99.75
115.50,138.25
89.25,110.25
