x,y
92.75,91.00
101.50,80.50
133.00,175.00
122.50,59.50
71.75,70.00
113.75,112.00
92.75,112.00
133.00,92.75
133.00,112.00
173.25,91.00
113.75,133.00
71.75,91.00
133.00,70.00
154.00,133.00
71.75,112.00
82.25,145.25
154.00,112.00
152.25,71.75
92.75,70.00
31.50,112.00
92.75,154.00
71.75,133.00
112.00,70.00
194.25,112.00
112.00,91.00
166.25,101.50
73.50,152.25
154.00,92.75
122.50,143.50
133.00,134.75
99.75,105.00
52.50,133.00
143.50,101.50
133.00,154.00
61.25,120.75
50.75,91.00
91.00,133.00
134.75,52.50
122.50,164.50
92.75,50.75
110.25,49.00
101.50,166.25
112.00,155.75
113.75,196.00
173.25,133.00
84.00,80.50
173.25,112.00
82.25,124.25
103.25,61.25
112.00,28.00
92.75,175.00
124.25,103.25
