x,y
77.00,141.75
159.25,208.25
56.00,180.25
56.00,91.00
101.50,99.75
110.25,56.00
87.50,112.00
110.25,87.50
66.50,155.75
187.25,145.25
127.75,168.00
131.25,54.25
159.25,10.50
140.00,31.50
84.00,136.50
45.50,155.75
196.00,82.25
45.50,64.75
36.75,54.25
120.75,138.25
161.00,64.75
113.75,106.75
129.50,91.00
140.00,84.00
215.25,66.50
54.25,127.75
75.25,38.50
129.50,143.50
103.25,49.00
64.75,10.50
36.75,145.25
157.50,28.00
159.25,136.50
159.25,154.00
168.00,38.50
140.00,64.75
47.25,136.50
64.75,173.25
168.00,110.25
36.75,89.25
159.25,189.00
64.75,190.75
138.25,45.50
92.75,161.00
26.25,157.50
29.75,138.25
45.50,175.00
178.50,173.25
113.75,75.25
168.00,56.00
66.50,28.00
36.75,162.75
85.75,84.00
64.75,136.50
120.75,99.75
120.75,119.00
43.75,84.00
122.50,154.00
64.75,119.00
101.50,138.25
176.75,99.75
171.50,143.50
35.00,75.25
92.75,127.75
91.00,40.25
64.75,103.25
101.50,119.00
54.25,110.25
129.50,73.50
187.25,73.50
7.00,64.75
54.25,143.50
71.75,126.00
147.00,108.50
112.00,162.75
141.75,101.50
28.00,173.25
84.00,119.00
101.50,82.25
159.25,99.75
196.00,136.50
