x,y
120.75,31.50
190.75,119.00
89.25,106.75
173.25,138.25
68.25,138.25
84.00,155.75
82.25,173.25
101.50,136.50
124.25,54.25
138.25,154.00
84.00,47.25
31.50,117.25
154.00,84.00
192.50,101.50
85.75,101.50
101.50,29.75
119.00,190.75
154.00,138.25
117.25,68.25
103.25,155.75
136.50,120.75
103.25,190.75
49.00,84.00
82.25,66.50
138.25,101.50
54.25,124.25
136.50,64.75
103.25,84.00
120.75,136.50
85.75,119.00
85.75,84.00
173.25,84.00
119.00,119.00
31.50,101.50
119.00,47.25
103.25,117.25
38.50,110.25
148.75,110.25
52.50,101.50
119.00,84.00
59.50,110.25
173.25,106.75
105.00,101.50
164.50,92.75
138.25,85.75
164.50,112.00
171.50,119.00
155.75,119.00
68.25,84.00
101.50,66.50
110.25,180.25
120.75,105.00
134.75,47.25
157.50,101.50
162.75,127.75
103.25,49.00
112.00,127.75
136.50,173.25
73.50,115.50
117.25,173.25
59.50,94.50
110.25,75.25
101.50,173.25
66.50,105.00
49.00,119.00
112.00,162.75
113.75,145.25
