x,y
129.50,143.50
82.25,112.00
122.50,166.25
131.25,175.00
112.00,150.50
96.25,152.25
98.00,136.50
112.00,162.75
141.75,82.25
122.50,101.50
112.00,24.50
138.25,50.75
78.75,42.00
103.25,75.25
106.75,138.25
147.00,42.00
150.50,82.25
143.50,99.75
52.50,87.50
124.25,117.25
43.75,140.00
98.00,124.25
157.50,110.25
120.75,87.50
182.00,147.00
197.75,113.75
131.25,70.00
147.00,164.50
75.25,89.25
84.00,92.75
113.75,196.00
64.75,126.00
120.75,136.50
87.50,105.00
78.75,176.75
129.50,94.50
129.50,77.00
178.50,78.75
50.75,134.75
138.25,120.75
145.25,113.75
66.50,110.25
164.50,145.25
98.00,110.25
157.50,126.00
89.25,168.00
169.75,87.50
176.75,94.50
45.50,124.25
82.25,57.75
78.75,141.75
108.50,70.00
43.75,89.25
87.50,117.25
