x,y
64.75,110.25
113.75,63.00
91.00,40.25
91.00,63.00
140.00,182.00
138.25,110.25
136.50,64.75
161.00,85.75
66.50,136.50
113.75,87.50
115.50,133.00
40.25,134.75
78.75,101.50
91.00,136.50
182.00,110.25
91.00,110.25
38.50,110.25
112.00,157.50
162.75,127.75
169.75,117.25
115.50,180.25
40.25,84.00
66.50,84.00
136.50,40.25
91.00,159.25
138.25,87.50
113.75,45.50
75.25,120.75
134.75,133.00
185.50,131.25
147.00,120.75
182.00,87.50
124.25,77.00
115.50,108.50
101.50,77.00
101.50,143.50
91.00,87.50
140.00,157.50
117.25,38.50
