x,y
112.00,171.50
176.75,110.25
129.50,68.25
127.75,140.00
127.75,96.25
176.75,154.00
63.00,141.75
176.75,64.75
63.00,169.75
45.50,52.50
64.75,94.50
159.25,94.50
190.75,98.00
49.00,157.50
63.00,50.75
29.75,66.50
33.25,187.25
63.00,124.25
162.75,169.75
129.50,154.00
190.75,157.50
159.25,187.25
129.50,35.00
94.50,110.25
94.50,33.25
96.25,185.50
129.50,187.25
63.00,80.50
47.25,64.75
49.00,78.75
49.00,143.50
61.25,68.25
64.75,154.00
77.00,52.50
33.25,124.25
80.50,155.75
162.75,63.00
162.75,154.00
94.50,66.50
94.50,171.50
145.25,155.75
141.75,63.00
178.50,78.75
33.25,33.25
33.25,157.50
159.25,80.50
77.00,68.25
45.50,169.75
94.50,49.00
145.25,169.75
110.25,19.25
159.25,50.75
147.00,98.00
17.50,112.00
77.00,78.75
82.25,141.75
113.75,78.75
157.50,36.75
190.75,127.75
63.00,185.50
194.25,68.25
110.25,140.00
141.75,52.50
159.25,141.75
129.50,127.75
157.50,127.75
96.25,96.25
