x,y,r
68,148,17
88,148,17
110,66,17
212,66,17
128,106,19
220,220,12
174,106,19
82,210,17
104,82,19
46,172,17
76,180,19
184,152,17
178,46,16
158,134,18
150,130,19
176,212,15
192,216,14
104,124,17
104,174,19
174,150,17
110,220,10
216,192,15
46,82,15
48,212,13
114,36,11
82,104,10
214,174,14
170,168,10
146,40,9
156,80,17
144,114,10
68,194,10
44,192,14
186,70,14
182,100,10
216,36,10
48,128,16
102,132,14
118,138,11
88,116,10
116,196,10
154,176,10
196,92,10
104,52,10
192,62,10
42,112,9
222,146,12
64,92,10
220,88,10
194,146,10
118,168,10
142,168,10
218,112,9
212,80,13
182,182,12
40,216,10
100,208,10
144,90,10
166,62,10
172,116,10
220,64,10
82,46,12
62,64,10
194,196,10
160,208,10
68,42,10
208,156,7
44,64,10
166,194,10
196,164,10
172,220,9
172,36,9
66,114,8
208,100,7
208,206,7
38,146,12
126,154,10
168,88,10
66,214,9
144,64,8
104,182,12
116,88,12
210,182,10
140,192,10
88,36,9
52,76,7
66,138,11
78,156,10
198,114,10
154,52,10
74,48,10
208,74,9
54,48,10
50,182,9
186,208,9
116,116,9
142,142,9
92,190,9
208,50,7
40,86,6
54,154,5
64,166,7
40,36,7
90,218,7
92,92,7
220,170,6
