x,y,r
226,82,13
160,146,19
96,102,19
202,156,18
104,94,19
124,176,19
126,148,19
128,202,19
210,122,19
96,50,19
156,50,18
100,204,19
150,96,19
100,176,17
82,216,14
40,156,19
156,196,14
28,136,11
28,82,8
210,146,17
134,130,15
204,96,14
84,30,12
180,98,10
172,32,9
96,148,14
168,138,10
82,86,12
142,114,11
142,84,10
154,174,10
224,134,9
114,88,10
172,216,9
160,78,15
102,156,15
70,124,10
114,212,10
178,124,10
226,114,10
82,160,12
110,62,12
168,84,9
160,206,15
112,162,8
158,100,13
152,152,12
40,96,12
166,166,13
128,70,12
116,34,10
226,166,8
186,176,13
128,126,10
154,72,10
90,164,10
168,58,10
196,138,8
30,168,11
142,32,8
158,42,11
62,110,10
70,94,10
194,112,8
56,138,9
114,110,7
140,192,5
180,148,11
86,136,8
46,126,9
154,122,8
86,112,7
138,138,7
98,68,8
116,138,7
86,188,5
72,150,6
138,160,6
110,186,7
126,46,7
144,60,6
