x,y,r
118,148,17
164,112,19
42,66,12
164,18,11
188,206,19
14,92,12
240,114,10
224,128,17
54,148,19
178,174,17
210,188,12
210,64,11
116,238,10
32,152,17
180,82,17
142,92,10
212,112,11
42,190,10
150,180,17
140,156,15
16,140,10
86,146,15
190,44,12
18,114,10
114,16,9
142,16,9
92,238,7
62,142,14
130,54,10
116,164,10
140,64,9
66,116,9
116,112,8
66,46,7
100,22,14
194,138,10
200,126,10
168,68,10
112,64,9
42,164,9
212,92,9
236,162,15
82,104,10
192,112,9
238,90,9
20,162,8
68,188,8
116,190,11
90,118,9
162,232,9
64,92,10
66,206,12
140,214,10
142,188,10
198,102,8
202,150,7
116,42,10
90,212,9
94,162,9
144,238,9
152,52,9
104,106,8
128,222,8
166,140,7
102,78,10
96,140,9
126,200,9
164,212,9
152,148,8
214,138,7
68,68,5
54,102,10
102,198,10
142,120,10
158,174,10
156,102,8
142,142,8
154,196,8
56,128,10
92,186,9
84,198,9
176,150,8
168,188,8
238,140,7
42,90,9
108,224,8
44,136,8
116,92,8
100,56,7
80,174,7
222,174,10
156,80,9
214,162,8
190,164,7
224,102,9
178,200,9
90,66,7
150,30,7
28,104,7
166,90,7
190,186,5
106,130,9
70,166,9
78,78,7
140,42,7
116,214,7
188,90,6
200,78,5
78,152,9
226,152,8
90,90,7
104,154,7
92,26,5
