x,y,r
194,118,19
120,56,10
136,80,10
120,212,10
100,36,15
136,236,10
58,158,10
80,174,10
22,116,14
136,196,14
234,116,14
140,36,11
116,118,10
56,134,11
120,42,11
158,40,13
78,98,12
56,120,11
174,80,10
178,174,10
140,218,10
214,118,10
214,134,10
78,156,13
176,156,12
218,154,10
116,194,10
96,96,10
58,96,13
36,114,10
136,56,10
154,158,10
194,96,10
136,138,9
78,134,14
38,156,13
42,96,10
198,134,10
98,78,12
96,196,10
136,116,10
120,80,10
134,18,10
116,22,10
18,140,10
116,232,10
158,198,10
178,116,10
218,100,10
76,116,9
156,98,11
96,154,10
120,138,9
154,216,9
178,138,9
38,136,8
156,58,8
96,60,10
96,178,9
118,174,9
156,176,7
128,224,4
206,108,4
