x,y,r
150,58,7
126,152,9
104,152,7
58,174,9
162,140,16
150,170,12
78,150,7
172,150,10
126,14,10
106,34,10
12,126,9
104,58,8
150,82,10
118,92,15
80,196,9
80,128,7
174,196,10
128,32,9
170,104,7
172,170,10
172,124,9
126,220,7
194,80,9
150,152,7
80,58,9
78,106,8
104,198,7
126,82,7
174,82,7
240,126,9
60,78,7
106,224,7
56,102,6
130,174,9
36,150,7
148,222,9
160,116,8
104,78,8
80,174,7
196,130,7
56,128,7
218,126,7
130,58,8
92,186,7
104,104,4
90,94,9
150,126,4
150,196,3
36,128,7
126,198,6
214,104,6
172,58,5
