x,y,r
14,242,10
180,128,17
88,218,10
172,182,19
132,46,19
240,166,10
222,44,17
242,66,10
104,182,17
178,204,17
234,44,17
190,242,10
216,168,10
114,216,9
78,152,17
178,102,17
228,182,17
66,116,10
204,78,10
40,142,10
42,244,10
216,40,10
14,42,9
42,216,9
142,14,9
48,130,19
114,244,10
116,40,10
118,140,10
184,178,15
90,14,10
76,84,14
242,14,10
164,168,11
176,78,11
114,114,9
214,142,9
90,64,9
204,158,19
76,182,13
38,118,10
142,42,10
214,114,9
180,26,11
166,16,10
16,192,10
214,216,9
242,142,9
116,92,9
28,210,15
88,92,10
190,62,10
140,172,10
242,42,9
74,230,9
26,148,15
234,146,14
192,168,11
162,244,10
62,64,10
240,90,10
242,114,9
78,106,8
206,178,8
140,90,8
46,76,14
90,242,10
14,116,9
142,142,9
242,244,9
38,90,8
30,28,8
148,26,15
72,74,14
146,236,14
226,108,14
62,88,10
194,190,10
16,90,10
14,14,9
166,118,9
74,206,8
180,152,8
140,68,8
218,68,8
28,104,12
82,236,12
90,164,10
140,116,10
116,188,9
188,38,9
150,76,8
90,116,8
116,166,8
52,180,7
76,50,7
190,140,7
150,130,12
208,24,12
80,126,10
218,18,10
90,140,9
102,76,9
152,176,9
166,64,9
214,244,9
240,190,9
228,232,8
180,50,7
14,66,6
66,14,6
70,218,10
42,42,9
14,164,8
88,194,11
166,192,10
66,166,9
128,176,8
38,190,8
168,218,8
218,190,8
228,26,8
230,128,8
68,38,8
126,128,7
80,24,12
84,38,11
188,216,10
128,26,8
28,228,8
126,230,8
218,88,8
66,242,7
208,126,12
126,74,10
186,116,10
166,94,9
238,220,9
66,192,8
140,218,8
102,128,9
140,192,9
142,244,9
180,230,9
16,142,8
28,130,8
114,14,6
36,172,10
52,152,9
190,90,8
64,140,8
18,218,6
42,14,6
170,38,7
116,66,7
30,180,9
42,64,8
26,74,8
206,232,8
170,140,7
