x,y,r
186,40,14
202,168,12
20,134,10
130,22,10
108,78,10
184,168,12
70,74,10
70,184,10
182,184,10
186,74,10
56,96,10
94,134,10
94,208,10
182,226,10
204,96,10
218,188,10
218,226,10
72,94,12
34,222,10
128,58,7
150,184,10
168,208,10
236,134,10
108,184,9
74,152,10
130,240,10
186,114,10
166,186,12
108,148,10
70,114,10
168,60,10
150,152,15
54,76,12
182,148,11
168,78,10
204,204,10
94,170,10
74,226,9
52,60,10
52,166,10
88,78,10
90,92,10
56,206,10
146,74,10
168,128,10
218,110,10
112,114,9
92,58,11
126,92,10
166,92,10
34,110,9
148,226,9
166,166,9
146,38,7
222,152,9
38,188,8
112,40,8
184,58,8
184,206,8
126,166,9
222,40,8
222,78,8
92,186,8
150,110,10
