x,y,r
40,116,10
60,116,19
98,154,7
120,60,10
118,228,7
120,46,10
58,134,10
138,212,10
118,172,7
118,136,12
40,152,10
138,188,10
62,100,9
100,64,9
22,134,9
40,96,10
176,78,10
134,116,9
194,156,9
82,170,10
96,100,10
78,116,9
210,156,9
118,24,9
230,136,7
154,100,10
24,116,9
100,42,9
120,208,9
194,118,9
156,44,9
138,174,9
194,134,9
136,44,7
78,82,11
156,190,10
44,134,9
116,78,9
138,82,10
172,116,10
60,156,9
80,136,7
136,228,7
156,154,7
192,98,7
212,98,7
210,136,7
210,118,10
118,116,9
116,190,9
138,134,9
100,190,9
154,64,9
96,208,9
172,134,9
134,64,9
156,206,9
164,182,5
