x,y,r
156,206,19
50,160,19
208,158,17
156,46,17
152,74,10
154,158,11
46,98,12
144,62,14
178,82,19
94,46,14
204,98,15
76,138,19
168,144,19
98,212,12
128,104,12
100,186,10
144,114,12
76,154,9
178,154,9
136,58,17
72,130,10
144,144,10
114,116,12
158,132,10
190,144,15
132,214,15
212,128,10
240,132,9
64,148,14
124,46,12
44,128,10
110,62,10
100,102,7
100,74,10
128,74,9
108,196,16
178,104,7
128,156,12
18,130,7
116,142,12
128,134,10
154,184,7
126,184,9
154,104,8
182,126,7
78,106,9
124,216,12
56,116,10
144,196,10
128,244,7
198,114,11
184,186,7
112,208,9
128,18,8
98,156,6
