x,y,r
48,132,16
114,76,16
206,144,16
144,130,7
190,132,16
110,130,7
176,196,7
242,130,7
12,130,7
130,48,16
78,64,7
176,64,7
76,160,12
178,160,12
194,142,12
144,168,12
60,130,8
100,42,8
110,164,8
226,146,8
136,204,4
72,118,9
36,152,7
158,212,6
94,64,5
118,38,5
110,30,8
78,94,6
210,94,6
194,164,5
144,64,4
144,228,6
82,156,8
44,112,7
202,106,7
136,86,6
162,114,6
54,138,5
60,112,5
68,138,5
128,162,5
168,106,5
118,204,4
78,196,4
212,118,8
128,210,6
146,80,6
176,164,6
228,114,6
62,164,5
70,104,5
134,42,8
184,110,8
158,78,7
26,146,6
92,114,6
96,146,6
104,72,6
158,146,6
176,144,6
92,80,6
128,30,5
200,122,5
218,138,5
102,88,4
44,96,4
128,146,4
194,180,4
184,150,8
80,110,8
202,150,8
38,108,6
96,46,6
134,174,6
170,120,6
180,130,6
120,86,6
46,146,5
52,106,5
86,138,5
152,188,5
152,38,5
184,88,5
152,204,4
160,196,4
176,96,4
136,72,4
60,180,4
128,14,4
118,54,8
154,84,7
196,132,7
66,122,6
94,210,6
112,178,6
186,104,6
192,112,6
170,154,6
36,138,5
120,220,5
128,96,5
28,130,4
94,130,4
118,72,4
126,64,4
128,196,4
52,154,4
136,54,4
152,72,4
194,80,4
142,34,7
80,130,6
104,206,6
118,172,6
158,180,6
26,114,6
44,164,6
78,164,6
104,188,6
210,164,6
216,106,6
110,62,5
118,188,5
126,180,5
150,88,5
226,130,5
102,220,4
126,80,4
144,212,4
144,180,4
110,96,3
142,96,3
