x,y,r
110,98,19
124,164,19
134,122,19
58,126,19
124,154,19
118,142,19
150,164,19
146,148,17
100,92,17
154,192,15
64,136,15
120,50,14
210,138,14
200,168,8
72,76,8
116,212,15
100,68,13
172,104,12
100,194,12
84,142,15
88,158,14
54,168,8
136,84,12
66,124,14
48,118,10
122,72,12
84,104,10
188,116,10
110,222,7
182,186,7
188,146,10
164,58,9
128,222,8
146,40,8
118,88,7
128,40,6
154,70,12
158,152,11
82,178,10
196,134,10
78,86,8
212,118,8
182,168,5
158,136,9
48,144,9
164,76,8
100,178,7
124,188,9
158,102,8
146,58,7
146,134,7
192,104,5
76,116,9
164,112,8
92,150,7
36,112,5
128,94,5
128,112,5
72,168,8
202,94,7
220,150,7
174,158,7
36,130,6
64,104,6
138,48,6
72,130,5
128,130,5
118,198,7
202,130,7
198,150,7
118,176,6
158,124,8
110,114,8
238,130,7
70,96,7
102,104,7
102,122,7
116,122,7
146,74,7
172,140,7
184,130,7
202,114,7
54,150,5
146,94,5
110,40,4
146,222,4
54,112,6
92,204,6
136,196,6
228,122,6
92,58,5
110,148,7
156,174,7
174,174,7
74,184,7
84,122,7
192,174,7
92,96,6
190,158,6
100,158,5
218,130,5
36,148,5
108,130,4
164,168,4
110,168,7
136,158,7
146,110,7
96,76,7
136,140,6
136,176,6
146,204,6
164,94,4
