x,y,r
46,110,14
146,40,14
94,58,13
102,158,13
196,118,13
164,194,15
100,202,13
204,158,13
20,126,7
74,108,8
104,176,14
186,146,8
100,118,13
140,212,13
184,80,14
84,80,13
158,154,13
74,180,12
206,144,7
114,216,14
112,70,8
112,184,8
130,242,8
160,52,12
34,126,7
148,68,7
110,124,6
120,60,5
144,120,12
180,114,11
130,14,8
112,32,5
146,150,9
112,146,8
114,204,7
168,126,6
128,146,6
54,126,5
116,44,9
92,72,7
112,108,7
122,176,7
54,110,7
92,88,6
130,126,6
152,104,9
180,134,9
158,138,8
56,144,7
146,224,7
176,158,7
186,106,7
130,32,7
222,126,7
64,136,6
102,98,6
62,102,9
74,126,7
74,146,7
148,50,7
140,194,6
156,116,6
38,146,5
46,136,5
214,118,5
150,162,7
166,184,7
140,154,6
186,166,6
214,138,6
84,98,6
166,108,6
240,126,4
148,204,7
84,116,7
158,78,7
110,50,6
138,60,6
140,78,6
148,128,6
94,146,6
148,186,4
196,136,6
132,204,6
130,166,5
158,98,5
