x,y,r
138,36,8
218,136,8
102,122,12
198,158,8
78,158,8
96,178,8
94,198,8
116,156,8
142,62,12
158,176,8
96,54,8
36,134,7
176,96,8
220,116,8
98,116,8
116,34,8
136,218,7
176,158,7
134,78,12
118,178,8
156,138,8
118,218,5
56,96,8
94,76,8
158,116,8
62,142,12
156,74,8
118,96,8
138,156,6
98,136,6
98,96,5
198,96,5
136,136,10
36,116,8
136,54,7
118,134,7
44,126,8
170,126,8
60,116,7
136,96,7
68,126,6
198,122,9
120,116,8
188,106,6
158,98,5
188,128,8
196,136,7
178,136,6
78,96,5
116,76,9
126,206,8
138,120,7
154,54,7
180,116,7
186,146,6
118,56,5
128,146,7
156,198,4
84,132,8
134,198,8
68,108,7
126,86,7
116,198,7
76,120,6
56,136,6
128,186,7
130,166,6
