x,y,r
128,196,10
202,126,7
148,78,14
146,160,12
146,110,7
202,176,16
72,162,12
202,74,12
72,194,12
52,60,8
74,108,8
182,108,8
218,112,8
56,180,14
72,58,12
34,76,8
38,214,8
72,142,8
186,194,14
148,176,9
218,180,9
182,214,9
148,40,8
108,126,7
108,38,8
110,212,8
148,214,8
72,92,7
54,74,12
56,90,9
56,164,9
70,78,9
74,176,9
88,60,9
38,142,8
92,178,7
186,72,9
186,176,9
108,76,8
108,196,7
166,178,7
162,72,9
204,90,9
38,38,8
38,180,8
182,92,9
88,78,9
52,194,9
108,56,9
166,194,8
126,22,8
182,58,7
168,112,9
20,128,5
88,90,5
94,162,5
130,90,5
180,42,5
218,146,5
72,212,2
222,78,9
126,160,5
162,60,5
182,162,7
148,146,5
180,146,5
110,110,2
