x,y,r
184,72,12
128,238,12
70,72,12
100,128,12
184,154,11
130,154,10
156,72,12
58,138,10
186,182,7
82,110,14
42,156,10
102,154,11
100,210,11
146,196,10
16,126,9
156,154,8
96,104,13
154,182,10
70,158,12
214,156,11
242,128,7
198,138,10
154,126,10
128,184,12
128,18,8
44,104,9
114,58,8
72,184,7
186,128,10
44,126,9
130,74,9
58,114,8
198,114,8
100,76,10
128,48,9
114,196,8
126,210,10
72,126,9
102,46,9
180,100,10
210,100,9
156,104,11
212,128,8
72,100,7
104,184,9
128,100,8
154,48,8
140,62,11
158,210,7
140,84,9
142,170,8
