x,y,r
154,18,10
236,98,9
182,146,16
182,98,11
210,178,10
102,156,12
152,156,12
74,98,11
208,154,10
72,152,12
100,234,10
46,152,9
42,100,12
128,180,5
126,208,11
102,126,9
76,208,6
154,210,11
212,126,9
128,124,8
138,80,14
208,96,12
20,100,7
100,18,6
182,126,5
102,46,12
100,212,11
42,126,9
156,234,6
100,102,9
182,156,9
234,154,8
46,74,6
46,176,6
180,208,5
152,70,9
156,40,9
112,142,8
206,72,8
154,182,9
20,152,7
126,44,7
180,44,6
58,108,9
74,44,6
88,142,8
126,152,8
106,182,6
104,72,7
154,102,6
128,72,4
