x,y,r
134,170,17
102,140,15
110,104,14
128,50,7
168,118,10
174,142,6
138,80,10
152,112,10
76,138,8
110,118,8
178,116,8
112,82,6
86,106,8
142,112,6
158,158,5
92,138,8
140,152,8
150,146,7
174,158,7
116,148,8
148,136,8
152,166,7
78,118,7
126,82,5
128,188,4
168,88,8
178,108,8
142,188,7
108,148,6
148,86,6
70,110,7
138,136,7
128,128,7
198,118,6
100,112,5
120,166,5
144,160,5
204,128,3
132,118,7
106,88,6
168,108,6
158,142,6
160,96,6
106,166,5
66,128,4
98,172,7
70,142,6
120,180,5
120,74,5
122,136,5
188,142,3
