x,y,r
184,148,16
112,46,14
192,158,14
226,138,15
190,136,12
134,130,12
160,204,10
148,18,8
120,228,13
136,44,12
104,176,12
210,154,12
114,128,8
22,164,8
144,200,7
110,18,5
218,126,8
200,164,7
84,136,8
76,130,7
110,234,7
104,210,8
120,86,8
240,128,6
100,222,8
114,56,7
164,92,5
202,146,4
164,184,9
178,152,8
166,36,8
218,164,8
138,82,7
112,200,5
48,140,5
92,200,5
158,28,8
74,112,7
120,158,7
158,46,7
176,138,7
162,128,6
156,82,6
34,158,9
118,192,7
166,18,7
136,154,6
168,56,6
30,102,6
100,120,5
120,66,5
148,74,5
122,176,8
212,120,8
48,158,6
76,146,6
120,136,6
138,170,6
138,192,6
120,208,5
164,164,5
138,118,4
140,32,8
36,92,7
120,122,6
174,102,6
138,228,6
66,120,5
84,154,5
92,36,5
100,46,5
120,78,8
92,92,5
156,190,5
238,110,5
56,92,4
22,130,4
218,146,4
148,92,4
92,126,3
164,146,7
38,130,6
130,232,6
102,104,6
110,94,5
128,164,5
154,102,5
156,136,5
164,234,5
202,110,5
20,94,4
146,234,4
166,218,4
190,122,7
80,104,6
146,58,6
128,92,5
20,110,5
100,82,5
156,64,5
92,162,4
94,234,4
92,18,4
54,110,3
