x,y,r
112,172,14
144,206,14
120,142,11
70,142,13
170,142,13
128,200,13
156,172,13
76,106,12
112,72,7
134,208,10
180,172,10
102,200,10
154,142,13
150,180,10
72,84,9
184,114,7
52,150,11
88,84,10
134,192,10
180,94,10
142,88,11
140,48,11
138,116,8
40,98,7
112,114,6
204,152,10
90,164,8
68,172,7
112,56,6
166,78,11
202,114,11
162,178,10
128,228,7
42,158,7
140,142,6
128,72,5
92,176,10
140,158,10
168,130,7
156,42,7
76,148,10
134,76,10
228,130,7
98,42,7
98,216,6
196,104,10
66,134,8
186,84,7
54,100,7
214,100,7
126,56,6
142,70,6
156,158,4
84,114,10
160,116,7
126,170,7
214,158,7
118,108,5
148,192,4
142,172,7
172,72,7
82,68,7
98,142,7
142,214,7
56,158,7
82,184,5
106,148,5
126,128,5
126,184,5
126,42,4
156,200,7
172,184,7
156,214,7
56,128,6
84,142,6
98,172,6
156,100,4
104,92,4
148,166,4
68,114,6
186,144,6
142,186,6
28,132,5
170,170,4
76,164,4
106,108,4
