x,y,r
120,56,17
120,200,17
202,118,17
82,98,17
58,118,14
162,98,14
138,136,14
104,182,14
144,142,12
120,214,17
120,136,14
154,76,12
208,126,7
96,98,12
200,134,12
120,154,12
122,102,12
140,122,12
182,152,12
162,158,10
60,134,12
80,160,10
96,78,10
88,88,7
176,112,12
122,118,10
100,174,10
52,130,8
70,166,8
88,168,7
130,46,7
130,210,7
136,58,10
156,114,10
170,90,8
170,168,7
70,128,6
170,108,6
80,82,10
176,78,10
160,176,8
172,188,7
96,158,8
140,200,8
128,190,6
104,120,8
178,96,7
132,66,6
140,214,8
178,160,7
136,38,7
162,142,7
90,150,4
146,48,4
80,176,7
120,42,7
188,90,6
148,172,5
178,176,6
146,210,5
34,128,4
74,112,4
112,128,4
192,128,4
226,128,4
