x,y,r
52,110,12
188,164,15
72,88,15
170,74,16
236,126,9
110,42,8
108,126,8
150,42,8
146,202,15
188,92,14
72,162,12
128,144,8
172,122,12
172,106,8
132,84,7
142,50,8
66,146,8
62,108,13
116,48,12
98,92,8
212,148,7
190,142,12
130,168,9
194,86,8
216,108,8
108,168,7
148,106,7
80,194,16
88,132,13
88,122,12
130,102,9
86,84,8
92,180,13
196,104,8
130,124,8
106,188,7
162,96,6
204,136,6
214,128,6
184,114,8
86,106,8
24,124,6
172,132,9
86,168,7
48,126,7
126,230,7
182,58,14
150,126,8
152,86,5
58,136,8
204,116,6
152,62,5
108,202,8
152,186,7
192,126,6
46,146,6
108,108,6
172,146,5
112,146,8
104,146,8
64,126,7
170,84,8
130,208,8
130,42,5
160,158,7
226,138,7
152,148,7
152,164,6
108,64,5
128,190,5
130,22,5
172,168,5
166,180,7
90,144,6
