x,y,r
190,148,7
126,84,10
170,190,8
84,188,8
104,76,15
104,106,7
128,64,7
166,146,7
106,42,8
126,42,9
126,148,8
82,84,8
170,82,8
126,22,5
84,106,9
190,124,7
126,168,6
170,126,6
148,76,12
40,106,8
82,170,8
84,124,8
170,170,8
86,148,7
126,210,6
126,230,5
146,212,8
42,146,7
126,126,7
104,148,6
72,98,12
124,188,7
104,62,7
62,148,6
148,84,8
40,122,8
62,104,6
212,126,6
136,198,8
214,146,7
148,190,6
184,112,11
124,104,7
62,128,7
190,106,6
150,126,5
148,170,7
146,40,6
106,212,6
166,106,7
106,190,6
84,64,4
64,82,6
232,126,5
212,108,3
