x,y,r
126,174,16
180,90,8
88,152,16
164,106,7
118,174,14
120,92,12
152,202,12
32,120,9
52,102,8
92,86,8
136,60,13
106,78,12
140,68,12
112,50,8
130,186,11
148,144,8
150,186,8
56,144,5
86,132,9
116,134,8
148,164,8
128,202,7
164,162,7
164,182,7
84,94,6
118,196,8
186,130,8
182,162,6
42,108,8
138,82,5
138,136,5
130,224,7
56,120,6
74,104,6
118,118,5
194,132,8
84,114,6
136,172,6
158,136,6
178,126,6
112,122,5
156,174,5
190,116,4
164,126,3
120,158,8
90,182,7
104,134,6
156,82,6
94,70,4
92,108,5
164,144,5
74,144,4
90,144,4
94,126,4
180,144,3
62,92,8
148,130,6
80,164,5
114,68,5
150,56,5
198,142,4
110,108,4
110,88,3
110,204,3
