x,y,r
140,96,15
210,114,16
114,212,16
194,156,14
216,138,15
74,176,14
112,168,15
114,94,16
84,102,15
140,218,15
114,34,14
162,182,14
114,148,13
62,108,12
142,168,14
154,110,14
178,70,14
142,36,15
38,108,13
82,158,12
186,138,14
138,148,13
70,86,12
70,138,7
126,122,9
112,54,11
20,118,9
194,98,8
72,66,9
92,50,9
144,52,9
70,154,8
92,178,8
108,194,8
184,86,8
184,178,8
78,134,8
168,160,8
126,162,5
232,124,9
88,80,8
114,70,8
140,74,8
160,162,8
200,164,8
52,102,7
88,164,7
184,124,6
52,138,8
60,134,8
128,16,6
150,74,8
194,108,8
34,116,6
68,120,6
84,140,6
160,84,6
174,114,6
126,64,5
126,236,6
198,142,6
174,132,5
194,134,6
108,182,5
174,152,5
60,90,6
92,62,6
220,126,6
