x,y,r
84,88,9
168,168,8
120,184,13
168,108,8
106,108,6
106,148,6
64,88,8
64,108,8
148,88,8
126,168,10
64,148,8
168,188,9
126,228,8
168,148,8
126,128,6
210,108,9
42,128,10
190,130,10
148,168,8
22,128,5
210,148,5
148,128,9
126,68,6
106,48,5
106,128,5
116,96,11
148,70,11
148,148,8
126,188,6
188,88,6
188,148,6
106,88,5
106,208,5
86,128,7
124,110,7
210,128,6
188,108,6
188,168,6
84,188,5
230,128,5
126,208,6
126,28,6
148,188,6
84,68,5
106,168,5
106,188,5
126,48,6
44,108,6
44,148,6
84,108,6
168,128,6
148,48,5
84,148,6
126,88,6
64,168,6
64,128,5
148,208,5
126,148,6
148,108,6
84,168,6
106,68,6
168,88,6
168,68,5
